Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Color (product.metafields.shopify.color-pattern),Frame style (product.metafields.shopify.frame-style),Theme (product.metafields.shopify.theme),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
rose-city,"""Rose City""","<p class=""MsoNormal"" style=""margin-bottom: 12.0pt; line-height: normal; mso-layout-grid-align: none; text-autospace: none;""><i><span lang=""EN-US"" style=""font-family: 'Times-Italic',serif; mso-bidi-font-family: Times-Italic; mso-font-kerning: 0pt; mso-ansi-language: EN-US;"">Rose City</span></i><span lang=""EN-US"" style=""font-family: 'Times-Roman',serif; mso-bidi-font-family: Times-Roman; mso-font-kerning: 0pt; mso-ansi-language: EN-US;""> captures the romance and rhythm of urban life through an elegant palette of muted rose, soft turquoise, creamy whites, and deep charcoals. Like sunlight casting gentle hues across city buildings at dawn, this composition feels both structured and poetic. Layers of expressive brushwork and confident textures invite the viewer to explore its architectural forms, while subtle colour harmonies add depth and sophistication. Ideal for collectors who appreciate contemporary elegance,  </span><i><span lang=""EN-US"" style=""font-family: 'Times-Italic',serif; mso-bidi-font-family: Times-Italic; mso-font-kerning: 0pt; mso-ansi-language: EN-US;"">Rose City</span></i><span lang=""EN-US"" style=""font-family: 'Times-Roman',serif; mso-bidi-font-family: Times-Roman; mso-font-kerning: 0pt; mso-ansi-language: EN-US;""> brings modern charm and quiet energy to any space.</span></p>
<p class=""MsoNormal"" style=""margin-bottom: 12.0pt; line-height: normal; mso-layout-grid-align: none; text-autospace: none;""><b><span lang=""EN-US"" style=""font-family: 'Times-Bold',serif; mso-bidi-font-family: Times-Bold; mso-font-kerning: 0pt; mso-ansi-language: EN-US;"">Size:</span></b><span lang=""EN-US"" style=""font-family: 'Times-Roman',serif; mso-bidi-font-family: Times-Roman; mso-font-kerning: 0pt; mso-ansi-language: EN-US;""> 150 x 100 cm</span></p>
<p class=""MsoNormal"" style=""margin-bottom: 12.0pt; line-height: normal; mso-layout-grid-align: none; text-autospace: none;""><b><span lang=""EN-US"" style=""font-family: 'Times-Bold',serif; mso-bidi-font-family: Times-Bold; mso-font-kerning: 0pt; mso-ansi-language: EN-US;"">Medium:</span></b><span lang=""EN-US"" style=""font-family: 'Times-Roman',serif; mso-bidi-font-family: Times-Roman; mso-font-kerning: 0pt; mso-ansi-language: EN-US;""> Acrylic on canvas</span></p>
<p class=""MsoNormal"" style=""margin-bottom: 12.0pt; line-height: normal; mso-layout-grid-align: none; text-autospace: none;""><b><span lang=""EN-US"" style=""font-family: 'Times-Bold',serif; mso-bidi-font-family: Times-Bold; mso-font-kerning: 0pt; mso-ansi-language: EN-US;"">Finish:</span></b><span lang=""EN-US"" style=""font-family: 'Times-Roman',serif; mso-bidi-font-family: Times-Roman; mso-font-kerning: 0pt; mso-ansi-language: EN-US;""> Ready to hang</span></p>",IrenArtStudio,Home & Garden > Decor > Artwork,"","",true,Title,Default Title,,,,,,,,"",3000.0,shopify,1,deny,manual,950.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0787/0477/1421/files/rosecity2.jpg?v=1746530261,1,"",false,,,pink,acrylic,art,,kg,,,active
rose-city,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/0477/1421/files/rosecity1.jpg?v=1746530261,2,"",,,,,,,,,,,
rose-city,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/0477/1421/files/Rosecity.jpg?v=1745928727,3,"",,,,,,,,,,,
rose-city,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/0477/1421/files/rosecity3.jpg?v=1744124103,4,"",,,,,,,,,,,
red-sunset,"""Red Sunset""","<p class=""MsoNormal"" style=""margin-bottom: 12.0pt; line-height: normal; mso-layout-grid-align: none; text-autospace: none;""><i><span lang=""EN-US"" style=""font-family: 'Times-Italic',serif; mso-bidi-font-family: Times-Italic; mso-font-kerning: 0pt; mso-ansi-language: EN-US;"">Red Sunset</span></i><span lang=""EN-US"" style=""font-family: 'Times-Roman',serif; mso-bidi-font-family: Times-Roman; mso-font-kerning: 0pt; mso-ansi-language: EN-US;""> captures the fleeting beauty of the day’s final light, where deep crimson waves and golden highlights ripple across a richly textured surface. Sculptural layers bring an almost molten quality to the canvas, as if the warmth of the sun is still radiating from within. Shadows and light play across every contour, creating depth and drama that shift with the viewer's perspective. Perfect for collectors who crave art that feels alive and immersive, </span><i><span lang=""EN-US"" style=""font-family: 'Times-Italic',serif; mso-bidi-font-family: Times-Italic; mso-font-kerning: 0pt; mso-ansi-language: EN-US;"">Red Sunset</span></i><span lang=""EN-US"" style=""font-family: 'Times-Roman',serif; mso-bidi-font-family: Times-Roman; mso-font-kerning: 0pt; mso-ansi-language: EN-US;""> transforms any space into a moment of natural wonder.</span></p>
<p class=""MsoNormal"" style=""margin-bottom: 12.0pt; line-height: normal; mso-layout-grid-align: none; text-autospace: none;""><b><span lang=""EN-US"" style=""font-family: 'Times-Bold',serif; mso-bidi-font-family: Times-Bold; mso-font-kerning: 0pt; mso-ansi-language: EN-US;"">Size:</span></b><span lang=""EN-US"" style=""font-family: 'Times-Roman',serif; mso-bidi-font-family: Times-Roman; mso-font-kerning: 0pt; mso-ansi-language: EN-US;""> 150 x 100 cm</span></p>
<p class=""MsoNormal"" style=""margin-bottom: 12.0pt; line-height: normal; mso-layout-grid-align: none; text-autospace: none;""><b><span lang=""EN-US"" style=""font-family: 'Times-Bold',serif; mso-bidi-font-family: Times-Bold; mso-font-kerning: 0pt; mso-ansi-language: EN-US;"">Medium:</span></b><span lang=""EN-US"" style=""font-family: 'Times-Roman',serif; mso-bidi-font-family: Times-Roman; mso-font-kerning: 0pt; mso-ansi-language: EN-US;""> Acrylic on canvas with rich texture</span></p>
<p class=""MsoNormal"" style=""margin-bottom: 12.0pt; line-height: normal; mso-layout-grid-align: none; text-autospace: none;""><b><span lang=""EN-US"" style=""font-family: 'Times-Bold',serif; mso-bidi-font-family: Times-Bold; mso-font-kerning: 0pt; mso-ansi-language: EN-US;"">Finish:</span></b><span lang=""EN-US"" style=""font-family: 'Times-Roman',serif; mso-bidi-font-family: Times-Roman; mso-font-kerning: 0pt; mso-ansi-language: EN-US;""> Ready to hang</span></p>",IrenArtStudio,Home & Garden > Decor > Artwork,"","",true,Title,Default Title,,,,,,,,"",3000.0,shopify,1,deny,manual,960.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0787/0477/1421/files/redsunset3.jpg?v=1746530252,1,"",false,,,,acrylic; canvas; modern,landscape,,kg,,,active
red-sunset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/0477/1421/files/redsunset1.jpg?v=1746530252,2,"",,,,,,,,,,,
red-sunset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/0477/1421/files/redsunset2.jpg?v=1745929183,3,"",,,,,,,,,,,
red-sunset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/0477/1421/files/RedSunset.jpg?v=1745929183,4,"",,,,,,,,,,,
red-city,"""Red City""","<p style=""margin-bottom: 12.0pt; line-height: normal; mso-layout-grid-align: none; text-autospace: none;"" class=""MsoNormal""><i><span style=""font-family: 'Times-Italic',serif; mso-bidi-font-family: Times-Italic; mso-font-kerning: 0pt; mso-ansi-language: EN-US;"" lang=""EN-US"">Red City</span></i><span style=""font-family: 'Times-Roman',serif; mso-bidi-font-family: Times-Roman; mso-font-kerning: 0pt; mso-ansi-language: EN-US;"" lang=""EN-US""> is a vibrant metropolis of colour and motion, where crimson reds, sunlit yellows, deep greens, and bold blacks collide in a dynamic urban rhythm. Abstract yet unmistakably architectural, this composition evokes the heartbeat of a bustling city — alive with energy, diversity, and movement. Layers of expressive brushstrokes and textured depth invite the viewer to explore every corner of this painted skyline. Perfect for collectors drawn to bold statements and urban-inspired art, </span><i><span style=""font-family: 'Times-Italic',serif; mso-bidi-font-family: Times-Italic; mso-font-kerning: 0pt; mso-ansi-language: EN-US;"" lang=""EN-US"">Red City</span></i><span style=""font-family: 'Times-Roman',serif; mso-bidi-font-family: Times-Roman; mso-font-kerning: 0pt; mso-ansi-language: EN-US;"" lang=""EN-US""> transforms any space into a landscape of creativity and vitality.</span></p>
<p style=""margin-bottom: 12.0pt; line-height: normal; mso-layout-grid-align: none; text-autospace: none;"" class=""MsoNormal""><b><span style=""font-family: 'Times-Bold',serif; mso-bidi-font-family: Times-Bold; mso-font-kerning: 0pt; mso-ansi-language: EN-US;"" lang=""EN-US"">Size:</span></b><span style=""font-family: 'Times-Roman',serif; mso-bidi-font-family: Times-Roman; mso-font-kerning: 0pt; mso-ansi-language: EN-US;"" lang=""EN-US""> 150 x 100 x 4 cm</span></p>
<p style=""margin-bottom: 12.0pt; line-height: normal; mso-layout-grid-align: none; text-autospace: none;"" class=""MsoNormal""><b><span style=""font-family: 'Times-Bold',serif; mso-bidi-font-family: Times-Bold; mso-font-kerning: 0pt; mso-ansi-language: EN-US;"" lang=""EN-US"">Medium:</span></b><span style=""font-family: 'Times-Roman',serif; mso-bidi-font-family: Times-Roman; mso-font-kerning: 0pt; mso-ansi-language: EN-US;"" lang=""EN-US""> Acrylic on canvas</span></p>
<p style=""margin-bottom: 12.0pt; line-height: normal; mso-layout-grid-align: none; text-autospace: none;"" class=""MsoNormal""><b><span style=""font-family: 'Times-Bold',serif; mso-bidi-font-family: Times-Bold; mso-font-kerning: 0pt; mso-ansi-language: EN-US;"" lang=""EN-US"">Finish:</span></b><span style=""font-family: 'Times-Roman',serif; mso-bidi-font-family: Times-Roman; mso-font-kerning: 0pt; mso-ansi-language: EN-US;"" lang=""EN-US""> Ready to hang</span></p>",IrenArtStudio,Home & Garden > Decor > Artwork,"","",true,Title,Default Title,,,,,,,,"",3000.0,shopify,1,deny,manual,950.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0787/0477/1421/files/redcity3.jpg?v=1746614757,1,"",false,,,,modern; canvas; acrylic,,,kg,,,active
red-city,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/0477/1421/files/redcity1.jpg?v=1746614757,2,"",,,,,,,,,,,
red-city,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/0477/1421/files/redcity.jpg?v=1746530159,3,"",,,,,,,,,,,
red-city,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/0477/1421/files/redcity2.jpg?v=1744282025,4,"",,,,,,,,,,,
harmony,"""Harmony""","<p class=""MsoNormal"" style=""margin-bottom: 12.0pt; line-height: normal; mso-layout-grid-align: none; text-autospace: none;""><i><span lang=""EN-US"" style=""font-family: 'Times-Italic',serif; mso-bidi-font-family: Times-Italic; mso-font-kerning: 0pt; mso-ansi-language: EN-US;"">Harmony</span></i><span lang=""EN-US"" style=""font-family: 'Times-Roman',serif; mso-bidi-font-family: Times-Roman; mso-font-kerning: 0pt; mso-ansi-language: EN-US;""> is a delicate symphony of colour, texture, and movement. Muted blues, gentle greys, warm ochres, and flashes of crimson intertwine effortlessly, creating a sense of natural balance and quiet rhythm. The richly textured surface invites closer inspection, revealing intricate layers that feel both spontaneous and deeply considered. Perfect for collectors who seek serenity infused with subtle vitality, </span><i><span lang=""EN-US"" style=""font-family: 'Times-Italic',serif; mso-bidi-font-family: Times-Italic; mso-font-kerning: 0pt; mso-ansi-language: EN-US;"">Harmony</span></i><span lang=""EN-US"" style=""font-family: 'Times-Roman',serif; mso-bidi-font-family: Times-Roman; mso-font-kerning: 0pt; mso-ansi-language: EN-US;""> brings a refined and calming energy to any space.</span></p>
<p class=""MsoNormal"" style=""margin-bottom: 12.0pt; line-height: normal; mso-layout-grid-align: none; text-autospace: none;""><b><span lang=""EN-US"" style=""font-family: 'Times-Bold',serif; mso-bidi-font-family: Times-Bold; mso-font-kerning: 0pt; mso-ansi-language: EN-US;"">Size:</span></b><span lang=""EN-US"" style=""font-family: 'Times-Roman',serif; mso-bidi-font-family: Times-Roman; mso-font-kerning: 0pt; mso-ansi-language: EN-US;""> 150 x 100 cm</span></p>
<p class=""MsoNormal"" style=""margin-bottom: 12.0pt; line-height: normal; mso-layout-grid-align: none; text-autospace: none;""><b><span lang=""EN-US"" style=""font-family: 'Times-Bold',serif; mso-bidi-font-family: Times-Bold; mso-font-kerning: 0pt; mso-ansi-language: EN-US;"">Medium:</span></b><span lang=""EN-US"" style=""font-family: 'Times-Roman',serif; mso-bidi-font-family: Times-Roman; mso-font-kerning: 0pt; mso-ansi-language: EN-US;""> Acrylic on canvas</span></p>
<p class=""MsoNormal"" style=""margin-bottom: 12.0pt; line-height: normal; mso-layout-grid-align: none; text-autospace: none;""><b><span lang=""EN-US"" style=""font-family: 'Times-Bold',serif; mso-bidi-font-family: Times-Bold; mso-font-kerning: 0pt; mso-ansi-language: EN-US;"">Finish:</span></b><span lang=""EN-US"" style=""font-family: 'Times-Roman',serif; mso-bidi-font-family: Times-Roman; mso-font-kerning: 0pt; mso-ansi-language: EN-US;""> Ready to hang</span></p>",IrenArtStudio,Home & Garden > Decor > Artwork,"","",true,Title,Default Title,,,,,,,,"",3000.0,shopify,1,deny,manual,860.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0787/0477/1421/files/harmony2.jpg?v=1746530306,1,"",false,,,,modern; canvas; acrylic,art,,kg,,,active
harmony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/0477/1421/files/harmony1.jpg?v=1747732373,2,"",,,,,,,,,,,
harmony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/0477/1421/files/harmony4.jpg?v=1746614771,3,"",,,,,,,,,,,
harmony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/0477/1421/files/harmony.jpg?v=1746530303,4,"",,,,,,,,,,,
harmony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/0477/1421/files/harmony3.jpg?v=1746530303,5,"",,,,,,,,,,,
dragon-bird,"""Dragon Bird""","<p style=""margin-bottom: 12.0pt; line-height: normal; mso-layout-grid-align: none; text-autospace: none;"" class=""MsoNormal""><i><span style=""font-family: 'Times-Italic',serif; mso-bidi-font-family: Times-Italic; mso-font-kerning: 0pt; mso-ansi-language: EN-US;"" lang=""EN-US"">Dragon Bird</span></i><span style=""font-family: 'Times-Roman',serif; mso-bidi-font-family: Times-Roman; mso-font-kerning: 0pt; mso-ansi-language: EN-US;"" lang=""EN-US""> rises from the canvas like a relic of legend, its textured surface alive with movement and mystery. Intricate sculptural details in burnished gold and verdant green create the impression of powerful wings and ancient scales, caught in a timeless dance. The depth of the texture and the interplay of light across its surface invite endless discovery, as shadows shift and highlights gleam. A true statement piece for collectors who are drawn to myth, nature, and tactile beauty, </span><i><span style=""font-family: 'Times-Italic',serif; mso-bidi-font-family: Times-Italic; mso-font-kerning: 0pt; mso-ansi-language: EN-US;"" lang=""EN-US"">Dragon Bird</span></i><span style=""font-family: 'Times-Roman',serif; mso-bidi-font-family: Times-Roman; mso-font-kerning: 0pt; mso-ansi-language: EN-US;"" lang=""EN-US""> transforms any space into a portal to the extraordinary.</span></p>
<p style=""margin-bottom: 12.0pt; line-height: normal; mso-layout-grid-align: none; text-autospace: none;"" class=""MsoNormal""><b><span style=""font-family: 'Times-Bold',serif; mso-bidi-font-family: Times-Bold; mso-font-kerning: 0pt; mso-ansi-language: EN-US;"" lang=""EN-US"">Size:</span></b><span style=""font-family: 'Times-Roman',serif; mso-bidi-font-family: Times-Roman; mso-font-kerning: 0pt; mso-ansi-language: EN-US;"" lang=""EN-US""> 150 x 100 cm</span></p>
<p style=""margin-bottom: 12.0pt; line-height: normal; mso-layout-grid-align: none; text-autospace: none;"" class=""MsoNormal""><b><span style=""font-family: 'Times-Bold',serif; mso-bidi-font-family: Times-Bold; mso-font-kerning: 0pt; mso-ansi-language: EN-US;"" lang=""EN-US"">Medium:</span></b><span style=""font-family: 'Times-Roman',serif; mso-bidi-font-family: Times-Roman; mso-font-kerning: 0pt; mso-ansi-language: EN-US;"" lang=""EN-US""> Acrylic on canvas with rich texture</span></p>
<p style=""margin-bottom: 12.0pt; line-height: normal; mso-layout-grid-align: none; text-autospace: none;"" class=""MsoNormal""><b><span style=""font-family: 'Times-Bold',serif; mso-bidi-font-family: Times-Bold; mso-font-kerning: 0pt; mso-ansi-language: EN-US;"" lang=""EN-US"">Finish:</span></b><span style=""font-family: 'Times-Roman',serif; mso-bidi-font-family: Times-Roman; mso-font-kerning: 0pt; mso-ansi-language: EN-US;"" lang=""EN-US""> Ready to hang</span></p>",IrenArtStudio,Home & Garden > Decor > Artwork,"","",true,Title,Default Title,,,,,,,,"",3000.0,shopify,1,deny,manual,1860.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0787/0477/1421/files/dragonbird3.jpg?v=1746614844,1,"",false,,,,modern; canvas; acrylic,fantasy,,kg,,,active
dragon-bird,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/0477/1421/files/dragonbird1.jpg?v=1746614844,2,"",,,,,,,,,,,
dragon-bird,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/0477/1421/files/dragonbird4.jpg?v=1746530176,3,"",,,,,,,,,,,
dragon-bird,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/0477/1421/files/DragonBird.jpg?v=1746530176,4,"",,,,,,,,,,,
dragon-bird,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/0477/1421/files/dragonbird2.jpg?v=1746526091,5,"",,,,,,,,,,,
city-acrylic-on-canvas-150-x-100-cm,"""City""","<div class=""OutlineElement Ltr SCXW3037352 BCX0"">
<p class=""Paragraph SCXW3037352 BCX0""><em><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW3037352 BCX0""><span class=""NormalTextRun SCXW3037352 BCX0"">City</span></span></em><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW3037352 BCX0""><span class=""NormalTextRun SCXW3037352 BCX0""> captures the rhythm and energy of urban life through a dreamlike lens. Streaks of soft turquoise, earthy rust, bold blacks, and misty greys blend into a textured skyline, </span><span class=""NormalTextRun SCXW3037352 BCX0"">reflected</span><span class=""NormalTextRun SCXW3037352 BCX0""> and diffused as though seen through rain-kissed windows. The balance of structure and abstraction invites the viewer to imagine their own metropolis — alive with stories, movement, and quiet moments of pause. Perfect for collectors who are inspired by the pulse of modern landscapes, </span></span><em><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW3037352 BCX0""><span class=""NormalTextRun SCXW3037352 BCX0"">City</span></span></em><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW3037352 BCX0""><span class=""NormalTextRun SCXW3037352 BCX0""> transforms any room into a window overlooking imagination.</span></span><span class=""EOP SCXW3037352 BCX0"" data-ccp-props='{""201341983"":0,""335559739"":240,""335559740"":240}'> </span></p>
</div>
<div class=""OutlineElement Ltr SCXW3037352 BCX0"">
<p class=""Paragraph SCXW3037352 BCX0""><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW3037352 BCX0""><span class=""NormalTextRun SCXW3037352 BCX0"">Size:</span></span><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW3037352 BCX0""><span class=""NormalTextRun SCXW3037352 BCX0""> 150 x </span><span class=""NormalTextRun AdvancedProofingIssueV2Themed SCXW3037352 BCX0"">100 cm</span></span><span class=""EOP SCXW3037352 BCX0"" data-ccp-props='{""201341983"":0,""335559739"":240,""335559740"":240}'> </span></p>
</div>
<div class=""OutlineElement Ltr SCXW3037352 BCX0"">
<p class=""Paragraph SCXW3037352 BCX0""><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW3037352 BCX0""><span class=""NormalTextRun SCXW3037352 BCX0"">Medium:</span></span><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW3037352 BCX0""><span class=""NormalTextRun SCXW3037352 BCX0""> Acrylic on canvas</span></span><span class=""EOP SCXW3037352 BCX0"" data-ccp-props='{""201341983"":0,""335559739"":240,""335559740"":240}'> </span></p>
</div>
<div class=""OutlineElement Ltr SCXW3037352 BCX0"">
<p class=""Paragraph SCXW3037352 BCX0""><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW3037352 BCX0""><span class=""NormalTextRun SCXW3037352 BCX0"">Finish:</span></span><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW3037352 BCX0""><span class=""NormalTextRun SCXW3037352 BCX0""> Ready to hang</span></span><span class=""EOP SCXW3037352 BCX0"" data-ccp-props='{""201341983"":0,""335559739"":240,""335559740"":240}'> </span></p>
</div>",IrenArtStudio,Home & Garden > Decor > Artwork,"","",true,Title,Default Title,,,,,,,,"",3000.0,shopify,1,deny,manual,1360.00,1660.00,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0787/0477/1421/files/city3.jpg?v=1746526371,1,"",false,,,green,acrylic; modern; canvas,city,,kg,,,active
city-acrylic-on-canvas-150-x-100-cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/0477/1421/files/city1.jpg?v=1746615045,2,"",,,,,,,,,,,
city-acrylic-on-canvas-150-x-100-cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/0477/1421/files/city2.jpg?v=1746615045,3,"",,,,,,,,,,,
city-acrylic-on-canvas-150-x-100-cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/0477/1421/files/City_c3843814-b228-442a-91bd-9e9ebff56c9f.jpg?v=1746615045,4,"",,,,,,,,,,,
the-heads-acrylic-on-canvas-190-x-100-cm,"""The Heads""","<div class=""OutlineElement Ltr SCXW174814831 BCX0"">
<p class=""Paragraph SCXW174814831 BCX0""><em><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW174814831 BCX0""><span class=""NormalTextRun SCXW174814831 BCX0"">The Heads</span></span></em><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW174814831 BCX0""><span class=""NormalTextRun SCXW174814831 BCX0""> is a bold exploration of identity and presence, brought to life on a breathtaking, oversized canvas. Layered silhouettes </span><span class=""NormalTextRun SCXW174814831 BCX0"">emerge</span><span class=""NormalTextRun SCXW174814831 BCX0""> and recede within a textured landscape of charcoal greys, rich burgundies, golden yellows, and sky blues. Energetic splashes and confident brushstrokes create tension and movement, as if thought and emotion are colliding on the surface. This powerful composition commands attention, making it the perfect statement piece for collectors who appreciate art that sparks conversation and fills a room with depth and intrigue.</span></span><span class=""EOP SCXW174814831 BCX0"" data-ccp-props='{""201341983"":0,""335559739"":240,""335559740"":240}'> </span></p>
</div>
<div class=""OutlineElement Ltr SCXW174814831 BCX0"">
<p class=""Paragraph SCXW174814831 BCX0""><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW174814831 BCX0""><span class=""NormalTextRun SCXW174814831 BCX0"">Size:</span></span><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW174814831 BCX0""><span class=""NormalTextRun SCXW174814831 BCX0""> 190 x </span><span class=""NormalTextRun AdvancedProofingIssueV2Themed SCXW174814831 BCX0"">100 cm</span></span><span class=""EOP SCXW174814831 BCX0"" data-ccp-props='{""201341983"":0,""335559739"":240,""335559740"":240}'> </span></p>
</div>
<div class=""OutlineElement Ltr SCXW174814831 BCX0"">
<p class=""Paragraph SCXW174814831 BCX0""><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW174814831 BCX0""><span class=""NormalTextRun SCXW174814831 BCX0"">Medium:</span></span><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW174814831 BCX0""><span class=""NormalTextRun SCXW174814831 BCX0""> Acrylic on canvas</span></span><span class=""EOP SCXW174814831 BCX0"" data-ccp-props='{""201341983"":0,""335559739"":240,""335559740"":240}'> </span></p>
</div>
<div class=""OutlineElement Ltr SCXW174814831 BCX0"">
<p class=""Paragraph SCXW174814831 BCX0""><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW174814831 BCX0""><span class=""NormalTextRun SCXW174814831 BCX0"">Finish:</span></span><span data-contrast=""auto"" lang=""EN-US"" class=""TextRun SCXW174814831 BCX0""><span class=""NormalTextRun SCXW174814831 BCX0""> Ready to hang</span></span><span class=""EOP SCXW174814831 BCX0"" data-ccp-props='{""201341983"":0,""335559739"":240,""335559740"":240}'> </span></p>
</div>",IrenArtStudio,Home & Garden > Decor > Artwork,"","",true,Title,Default Title,,,,,,,,"",4500.0,shopify,1,deny,manual,2350.00,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0787/0477/1421/files/theheads4.jpg?v=1746526441,1,"",false,,,beige; blue; gray,acrylic,fantasy,,kg,,,active
the-heads-acrylic-on-canvas-190-x-100-cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/0477/1421/files/theheads1.jpg?v=1746615059,2,"",,,,,,,,,,,
the-heads-acrylic-on-canvas-190-x-100-cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/0477/1421/files/theheads3_05192749-554b-4991-9512-09e0461142a1.jpg?v=1746615059,3,"",,,,,,,,,,,
the-heads-acrylic-on-canvas-190-x-100-cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/0477/1421/files/Theheads_cb617a7e-5bc2-4330-82fb-bb5e45c9e2ba.jpg?v=1746615059,4,"",,,,,,,,,,,
the-heads-acrylic-on-canvas-190-x-100-cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0787/0477/1421/files/theheads2_8fd40c5e-2c83-4d69-8e49-990a2e050d1d.jpg?v=1746526441,5,"",,,,,,,,,,,
